_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
271,2400,Quebec,3521,Peel,11,Lumber,8.24," 248,449 "," 358,870 "
272,2400,Quebec,3521,Peel,12,Machinery,6.07," 48,424 "," 489,033 "
273,2400,Quebec,3521,Peel,13,"Meat, fish and seafood",12.53," 232,722 "," 733,367 "
274,2400,Quebec,3521,Peel,14,"Minerals, ores and concentrates",6.80," 164,960 "," 42,697 "
275,2400,Quebec,3521,Peel,15,Newsprint,10.90," 247,627 "," 232,521 "
276,2400,Quebec,3521,Peel,17,"Organic chemical, fertilizer",5.01," 119,679 "," 82,639 "
277,2400,Quebec,3521,Peel,18,"Other (fuel oil, gasoline and aviation fuel)",4.25," 152,357 "," 63,729 "
278,2400,Quebec,3521,Peel,19,Other agriculture and food products,103.78," 1,800,983 "," 3,290,814 "
279,2400,Quebec,3521,Peel,20,Other chemical products,15.32," 250,085 "," 1,691,306 "
280,2400,Quebec,3521,Peel,21,Other manufactured and miscellaneous goods,94.73," 962,933 "," 10,707,132 "
281,2400,Quebec,3521,Peel,22,Other raw and finished forest products,28.00," 582,163 "," 872,369 "
282,2400,Quebec,3521,Peel,23,Paper and paper products,55.59," 851,906 "," 1,396,760 "
283,2400,Quebec,3521,Peel,24,Parts & accessories for motors vehicles/ ogte,8.73," 72,245 "," 290,860 "
284,2400,Quebec,3521,Peel,25,Plastics and rubber products,32.81," 420,603 "," 1,647,954 "
285,2400,Quebec,3521,Peel,28,Waste and scrap,4.09," 85,273 "," 99,925 "
286,2400,Quebec,3521,Peel,29,Wheat and other cereal grains,1.07," 11,860 ", -   
287,2400,Quebec,3521,Peel,31,Shipping containers returned empty,2.15," 9,354 ", -   
288,2400,Quebec,3521,Peel,32,Empty,63.59, -   , -   
289,2400,Quebec,3521,Peel,33,Mail,12.85," 145,648 ", -   
290,2400,Quebec,3523,Wellington,4,Base metals and articles of base metal,4.33," 98,668 "," 213,765 "
291,2400,Quebec,3523,Wellington,13,"Meat, fish and seafood",1.26," 27,269 "," 95,806 "
292,2400,Quebec,3523,Wellington,19,Other agriculture and food products,5.87," 141,789 "," 439,753 "
293,2400,Quebec,3523,Wellington,21,Other manufactured and miscellaneous goods,4.27," 57,026 "," 561,852 "
294,2400,Quebec,3523,Wellington,22,Other raw and finished forest products,2.25," 23,012 "," 36,169 "
295,2400,Quebec,3523,Wellington,23,Paper and paper products,3.65," 53,710 "," 87,673 "
296,2400,Quebec,3523,Wellington,25,Plastics and rubber products,2.09," 31,804 "," 171,715 "
297,2400,Quebec,3523,Wellington,29,Wheat and other cereal grains,1.83," 53,387 "," 8,884 "
298,2400,Quebec,3523,Wellington,32,Empty,5.61, -   , -   
299,2400,Quebec,3523,Wellington,33,Mail,1.25," 7,795 ", -   
300,2400,Quebec,3524,Halton,3,Automobiles and other vehicles/ gte,6.12," 49,815 "," 717,359 "
301,2400,Quebec,3524,Halton,4,Base metals and articles of base metal,8.09," 213,750 "," 383,374 "
302,2400,Quebec,3524,Halton,11,Lumber,5.77," 177,077 "," 222,351 "
303,2400,Quebec,3524,Halton,14,"Minerals, ores and concentrates",1.81," 62,831 "," 22,374 "
304,2400,Quebec,3524,Halton,17,"Organic chemical, fertilizer",3.45," 85,482 "," 76,165 "
305,2400,Quebec,3524,Halton,19,Other agriculture and food products,14.51," 315,629 "," 691,141 "
306,2400,Quebec,3524,Halton,20,Other chemical products,2.00," 38,494 "," 159,281 "
307,2400,Quebec,3524,Halton,21,Other manufactured and miscellaneous goods,11.63," 193,000 "," 1,369,384 "
308,2400,Quebec,3524,Halton,22,Other raw and finished forest products,5.00," 113,045 "," 211,499 "
309,2400,Quebec,3524,Halton,23,Paper and paper products,9.20," 155,258 "," 250,538 "
310,2400,Quebec,3524,Halton,24,Parts & accessories for motors vehicles/ ogte,1.06," 20,082 "," 13,597 "
311,2400,Quebec,3524,Halton,25,Plastics and rubber products,3.62," 14,743 "," 54,546 "
312,2400,Quebec,3524,Halton,32,Empty,19.67, -   , -   
313,2400,Quebec,3525,Hamilton,4,Base metals and articles of base metal,15.54," 470,773 "," 696,427 "
314,2400,Quebec,3525,Hamilton,12,Machinery,1.15," 5,978 "," 43,362 "
315,2400,Quebec,3525,Hamilton,14,"Minerals, ores and concentrates",1.88," 56,052 "," 20,465 "
316,2400,Quebec,3525,Hamilton,17,"Organic chemical, fertilizer",1.25," 27,015 "," 15,301 "
317,2400,Quebec,3525,Hamilton,19,Other agriculture and food products,7.68," 150,169 "," 428,256 "
318,2400,Quebec,3525,Hamilton,20,Other chemical products,2.82," 89,817 "," 110,920 "
319,2400,Quebec,3525,Hamilton,21,Other manufactured and miscellaneous goods,2.74," 23,231 "," 148,863 "
320,2400,Quebec,3525,Hamilton,22,Other raw and finished forest products,1.50," 40,310 "," 34,433 "
321,2400,Quebec,3525,Hamilton,25,Plastics and rubber products,1.14," 16,149 "," 88,506 "
322,2400,Quebec,3525,Hamilton,28,Waste and scrap,1.14," 25,202 "," 36,099 "
323,2400,Quebec,3525,Hamilton,32,Empty,10.21, -   , -   
324,2400,Quebec,3526,Niagara,4,Base metals and articles of base metal,5.30," 144,580 "," 277,288 "
325,2400,Quebec,3526,Niagara,5,Cement and non-metallic mineral products,1.17," 24,376 "," 15,918 "
326,2400,Quebec,3526,Niagara,11,Lumber,1.72," 64,636 "," 88,080 "
327,2400,Quebec,3526,Niagara,15,Newsprint,1.01," 28,486 "," 26,749 "
328,2400,Quebec,3526,Niagara,17,"Organic chemical, fertilizer",1.66," 37,949 "," 34,480 "
329,2400,Quebec,3526,Niagara,19,Other agriculture and food products,2.61," 70,480 "," 168,644 "
330,2400,Quebec,3526,Niagara,20,Other chemical products,1.62," 35,337 "," 94,582 "
331,2400,Quebec,3526,Niagara,21,Other manufactured and miscellaneous goods,1.87," 31,722 "," 204,082 "
332,2400,Quebec,3526,Niagara,22,Other raw and finished forest products,2.12," 50,152 "," 95,818 "
333,2400,Quebec,3526,Niagara,23,Paper and paper products,2.89," 58,537 "," 68,381 "
334,2400,Quebec,3526,Niagara,24,Parts & accessories for motors vehicles/ ogte,1.59," 13,941 "," 53,218 "
335,2400,Quebec,3526,Niagara,25,Plastics and rubber products,1.84," 16,066 "," 70,975 "
336,2400,Quebec,3526,Niagara,32,Empty,5.17, -   , -   
337,2400,Quebec,3528,Haldimand-Norfolk,11,Lumber,1.68," 67,402 "," 84,242 "
338,2400,Quebec,3528,Haldimand-Norfolk,21,Other manufactured and miscellaneous goods,1.30," 13,609 "," 92,479 "
339,2400,Quebec,3528,Haldimand-Norfolk,22,Other raw and finished forest products,2.09," 72,089 "," 98,176 "
340,2400,Quebec,3528,Haldimand-Norfolk,32,Empty,2.16, -   , -   
341,2400,Quebec,3529,Brant,4,Base metals and articles of base metal,1.38," 20,681 "," 23,064 "
342,2400,Quebec,3529,Brant,11,Lumber,1.35," 54,073 "," 64,593 "
343,2400,Quebec,3529,Brant,32,Empty,1.63, -   , -   
344,2400,Quebec,3530,Waterloo,4,Base metals and articles of base metal,7.18," 155,599 "," 255,983 "
345,2400,Quebec,3530,Waterloo,5,Cement and non-metallic mineral products,1.62," 22,760 "," 24,757 "
346,2400,Quebec,3530,Waterloo,11,Lumber,6.13," 175,351 "," 229,879 "
347,2400,Quebec,3530,Waterloo,13,"Meat, fish and seafood",5.34," 71,238 "," 238,890 "
348,2400,Quebec,3530,Waterloo,14,"Minerals, ores and concentrates",2.62," 64,102 "," 36,834 "
349,2400,Quebec,3530,Waterloo,19,Other agriculture and food products,19.82," 349,032 "," 618,448 "
350,2400,Quebec,3530,Waterloo,21,Other manufactured and miscellaneous goods,5.56," 92,400 "," 781,582 "
351,2400,Quebec,3530,Waterloo,22,Other raw and finished forest products,5.62," 133,470 "," 96,552 "
352,2400,Quebec,3530,Waterloo,23,Paper and paper products,5.25," 90,554 "," 131,423 "
353,2400,Quebec,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,2.47," 21,179 "," 81,572 "
354,2400,Quebec,3530,Waterloo,25,Plastics and rubber products,3.76," 43,464 "," 222,440 "
355,2400,Quebec,3530,Waterloo,32,Empty,10.63, -   , -   
356,2400,Quebec,3531,Perth,4,Base metals and articles of base metal,2.81," 83,252 "," 89,132 "
357,2400,Quebec,3531,Perth,11,Lumber,1.04," 44,201 "," 79,884 "
358,2400,Quebec,3531,Perth,19,Other agriculture and food products,1.41," 32,213 "," 90,287 "
359,2400,Quebec,3531,Perth,32,Empty,1.10, -   , -   
360,2400,Quebec,3532,Oxford,4,Base metals and articles of base metal,1.79," 42,758 "," 60,594 "
361,2400,Quebec,3532,Oxford,5,Cement and non-metallic mineral products,1.56," 37,499 "," 9,685 "
362,2400,Quebec,3532,Oxford,11,Lumber,1.16," 42,456 "," 48,420 "
363,2400,Quebec,3532,Oxford,14,"Minerals, ores and concentrates",1.08," 17,137 "," 4,712 "
364,2400,Quebec,3532,Oxford,19,Other agriculture and food products,3.92," 93,372 "," 366,148 "
365,2400,Quebec,3532,Oxford,21,Other manufactured and miscellaneous goods,1.00," 18,573 "," 115,246 "
366,2400,Quebec,3532,Oxford,22,Other raw and finished forest products,1.26," 36,886 "," 39,563 "
367,2400,Quebec,3532,Oxford,24,Parts & accessories for motors vehicles/ ogte,2.41," 30,493 "," 110,266 "
368,2400,Quebec,3532,Oxford,32,Empty,4.19, -   , -   
369,2400,Quebec,3536,Kent,4,Base metals and articles of base metal,1.95," 33,302 "," 50,748 "
370,2400,Quebec,3536,Kent,19,Other agriculture and food products,2.06," 51,325 "," 72,974 "
371,2400,Quebec,3537,Essex,4,Base metals and articles of base metal,5.47," 134,824 "," 457,421 "
372,2400,Quebec,3537,Essex,17,"Organic chemical, fertilizer",1.54," 31,230 "," 28,375 "
373,2400,Quebec,3537,Essex,19,Other agriculture and food products,2.08," 32,314 "," 60,287 "
374,2400,Quebec,3537,Essex,23,Paper and paper products,3.44," 42,959 "," 55,684 "
375,2400,Quebec,3537,Essex,25,Plastics and rubber products,1.66," 26,570 "," 95,255 "
376,2400,Quebec,3537,Essex,32,Empty,4.04, -   , -   
377,2400,Quebec,3538,Lambton,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.04," 35,727 "," 14,755 "
378,2400,Quebec,3538,Lambton,20,Other chemical products,1.70," 38,555 "," 2,065 "
379,2400,Quebec,3538,Lambton,23,Paper and paper products,1.68," 35,627 "," 42,979 "
380,2400,Quebec,3538,Lambton,25,Plastics and rubber products,2.45," 41,308 "," 159,596 "
381,2400,Quebec,3538,Lambton,28,Waste and scrap,2.46," 85,307 "," 37,235 "
382,2400,Quebec,3538,Lambton,32,Empty,8.02, -   , -   
383,2400,Quebec,3539,Middlesex,4,Base metals and articles of base metal,3.01," 72,208 "," 190,567 "
384,2400,Quebec,3539,Middlesex,5,Cement and non-metallic mineral products,2.26," 38,846 "," 29,918 "
385,2400,Quebec,3539,Middlesex,12,Machinery,1.64," 29,179 "," 200,895 "
386,2400,Quebec,3539,Middlesex,14,"Minerals, ores and concentrates",1.42," 28,683 "," 8,862 "
387,2400,Quebec,3539,Middlesex,19,Other agriculture and food products,2.97," 55,072 "," 79,698 "
388,2400,Quebec,3539,Middlesex,21,Other manufactured and miscellaneous goods,3.21," 31,475 "," 265,758 "
389,2400,Quebec,3539,Middlesex,22,Other raw and finished forest products,1.81," 25,161 "," 65,481 "
390,2400,Quebec,3539,Middlesex,23,Paper and paper products,3.62," 44,189 "," 105,447 "
391,2400,Quebec,3539,Middlesex,24,Parts & accessories for motors vehicles/ ogte,3.23," 27,486 "," 102,138 "
392,2400,Quebec,3539,Middlesex,25,Plastics and rubber products,3.32," 46,240 "," 187,278 "
393,2400,Quebec,3539,Middlesex,32,Empty,4.45, -   , -   
394,2400,Quebec,3541,Bruce,32,Empty,1.06, -   , -   
395,2400,Quebec,3542,Grey,32,Empty,1.56, -   , -   
396,2400,Quebec,3543,Simcoe,4,Base metals and articles of base metal,4.48," 79,050 "," 171,966 "
397,2400,Quebec,3543,Simcoe,8,"Electronic, electrical & office equipment",1.06," 23,477 "," 102,868 "
398,2400,Quebec,3543,Simcoe,11,Lumber,1.45," 60,708 "," 109,718 "
399,2400,Quebec,3543,Simcoe,13,"Meat, fish and seafood",1.54," 19,137 "," 44,290 "
400,2400,Quebec,3543,Simcoe,14,"Minerals, ores and concentrates",1.47," 33,921 "," 8,966 "
401,2400,Quebec,3543,Simcoe,19,Other agriculture and food products,2.44," 52,326 "," 96,726 "
402,2400,Quebec,3543,Simcoe,20,Other chemical products,1.14," 13,797 "," 58,280 "
403,2400,Quebec,3543,Simcoe,21,Other manufactured and miscellaneous goods,5.52," 75,973 "," 720,825 "
404,2400,Quebec,3543,Simcoe,22,Other raw and finished forest products,1.36," 38,759 "," 33,789 "
405,2400,Quebec,3543,Simcoe,23,Paper and paper products,1.51," 25,975 "," 31,191 "
406,2400,Quebec,3543,Simcoe,25,Plastics and rubber products,1.37," 11,537 "," 44,302 "
407,2400,Quebec,3543,Simcoe,32,Empty,6.01, -   , -   
408,2400,Quebec,3544,Muskoka,25,Plastics and rubber products,1.62," 23,687 "," 54,545 "
409,2400,Quebec,3544,Muskoka,28,Waste and scrap,4.58," 139,995 "," 47,066 "
410,2400,Quebec,3544,Muskoka,32,Empty,6.47, -   , -   
411,2400,Quebec,3547,Renfrew,3,Automobiles and other vehicles/ gte,2.01," 12,066 "," 31,104 "
412,2400,Quebec,3547,Renfrew,5,Cement and non-metallic mineral products,1.83," 14,851 "," 1,886 "
413,2400,Quebec,3547,Renfrew,11,Lumber,1.06," 44,008 "," 46,594 "
414,2400,Quebec,3547,Renfrew,19,Other agriculture and food products,6.70," 68,178 "," 78,561 "
415,2400,Quebec,3547,Renfrew,20,Other chemical products,2.39," 12,634 "," 18,966 "
416,2400,Quebec,3547,Renfrew,21,Other manufactured and miscellaneous goods,2.45," 42,277 "," 273,094 "
417,2400,Quebec,3547,Renfrew,22,Other raw and finished forest products,1.28," 16,335 "," 20,347 "
418,2400,Quebec,3547,Renfrew,25,Plastics and rubber products,1.71," 25,162 "," 123,601 "
419,2400,Quebec,3547,Renfrew,32,Empty,59.33, -   , -   
420,2400,Quebec,3548,Nipissing,10,Liquefied propane gases and other petroleum products including liquefied natural gas,3.42," 67,400 "," 77,173 "
421,2400,Quebec,3548,Nipissing,17,"Organic chemical, fertilizer",1.18," 43,128 "," 42,661 "
422,2400,Quebec,3548,Nipissing,21,Other manufactured and miscellaneous goods,2.77," 19,202 "," 135,584 "
423,2400,Quebec,3548,Nipissing,22,Other raw and finished forest products,2.14," 76,322 "," 24,767 "
424,2400,Quebec,3548,Nipissing,32,Empty,7.44, -   , -   
425,2400,Quebec,3549,Parry Sound,22,Other raw and finished forest products,3.65," 90,060 "," 30,904 "
426,2400,Quebec,3549,Parry Sound,32,Empty,4.20, -   , -   
427,2400,Quebec,3552,Sudbury,32,Empty,1.92, -   , -   
428,2400,Quebec,3553,Sudbury,3,Automobiles and other vehicles/ gte,2.45," 33,552 "," 187,979 "
429,2400,Quebec,3553,Sudbury,4,Base metals and articles of base metal,1.90," 58,623 "," 188,747 "
430,2400,Quebec,3553,Sudbury,12,Machinery,2.50," 43,486 "," 967,626 "
431,2400,Quebec,3553,Sudbury,14,"Minerals, ores and concentrates",2.18," 90,909 "," 591,185 "
432,2400,Quebec,3553,Sudbury,20,Other chemical products,1.59," 36,121 "," 27,669 "
433,2400,Quebec,3553,Sudbury,21,Other manufactured and miscellaneous goods,1.48," 14,751 "," 111,887 "
434,2400,Quebec,3553,Sudbury,23,Paper and paper products,1.13," 7,797 "," 23,769 "
435,2400,Quebec,3553,Sudbury,25,Plastics and rubber products,1.18," 6,046 "," 35,672 "
436,2400,Quebec,3553,Sudbury,32,Empty,10.33, -   , -   
437,2400,Quebec,3554,Timiskaming,4,Base metals and articles of base metal,4.44," 80,268 "," 193,699 "
438,2400,Quebec,3554,Timiskaming,11,Lumber,6.64," 248,710 "," 347,248 "
439,2400,Quebec,3554,Timiskaming,12,Machinery,2.56," 107,015 "," 337,916 "
440,2400,Quebec,3554,Timiskaming,21,Other manufactured and miscellaneous goods,6.15," 14,779 "," 99,296 "
441,2400,Quebec,3554,Timiskaming,22,Other raw and finished forest products,1.87," 50,490 "," 2,424 "
442,2400,Quebec,3554,Timiskaming,25,Plastics and rubber products,3.75," 95,946 "," 222,038 "
443,2400,Quebec,3554,Timiskaming,29,Wheat and other cereal grains,2.99," 44,272 "," 6,890 "
444,2400,Quebec,3554,Timiskaming,32,Empty,43.33, -   , -   
445,2400,Quebec,3556,Cochrane,4,Base metals and articles of base metal,1.10," 36,653 "," 129,674 "
446,2400,Quebec,3556,Cochrane,5,Cement and non-metallic mineral products,2.10," 15,518 "," 42,923 "
447,2400,Quebec,3556,Cochrane,12,Machinery,1.15," 13,578 "," 124,126 "
448,2400,Quebec,3556,Cochrane,14,"Minerals, ores and concentrates",5.58," 232,801 "," 304,459 "
449,2400,Quebec,3556,Cochrane,19,Other agriculture and food products,2.16," 19,683 "," 28,521 "
450,2400,Quebec,3556,Cochrane,21,Other manufactured and miscellaneous goods,4.59," 23,760 "," 157,912 "
451,2400,Quebec,3556,Cochrane,22,Other raw and finished forest products,13.31," 471,194 "," 101,673 "
452,2400,Quebec,3556,Cochrane,23,Paper and paper products,2.65," 11,793 "," 38,162 "
453,2400,Quebec,3556,Cochrane,28,Waste and scrap,2.01," 61,144 "," 54,697 "
454,2400,Quebec,3556,Cochrane,32,Empty,35.49, -   , -   
455,2400,Quebec,3557,Algoma,11,Lumber,3.93," 163,368 "," 166,185 "
456,2400,Quebec,3557,Algoma,22,Other raw and finished forest products,2.40," 74,132 "," 60,961 "
457,2400,Quebec,3557,Algoma,32,Empty,2.96, -   , -   
458,2400,Quebec,3558,Thunder Bay,8,"Electronic, electrical & office equipment",2.16," 24,658 "," 217,165 "
459,2400,Quebec,3558,Thunder Bay,32,Empty,1.76, -   , -   
460,2400,Quebec,4600,Manitoba,4,Base metals and articles of base metal,1.51," 33,341 "," 116,426 "
461,2400,Quebec,4600,Manitoba,19,Other agriculture and food products,1.32," 22,750 "," 70,458 "
462,2400,Quebec,4600,Manitoba,21,Other manufactured and miscellaneous goods,4.70," 63,962 "," 422,518 "
463,2400,Quebec,4600,Manitoba,32,Empty,1.35, -   , -   
464,2400,Quebec,4600,Manitoba,33,Mail,1.05," 9,700 ", -   
465,2400,Quebec,4700,Saskatchewan,4,Base metals and articles of base metal,2.08," 32,821 "," 74,966 "
466,2400,Quebec,4800,Alberta,3,Automobiles and other vehicles/ gte,1.12," 15,855 "," 169,956 "
467,2400,Quebec,4800,Alberta,4,Base metals and articles of base metal,2.24," 42,526 "," 121,079 "
468,2400,Quebec,4800,Alberta,5,Cement and non-metallic mineral products,1.53," 51,074 "," 52,292 "
469,2400,Quebec,4800,Alberta,8,"Electronic, electrical & office equipment",2.25," 61,318 "," 629,089 "
470,2400,Quebec,4800,Alberta,12,Machinery,1.06," 23,368 "," 213,429 "
471,2400,Quebec,4800,Alberta,19,Other agriculture and food products,2.80," 54,898 "," 108,993 "
472,2400,Quebec,4800,Alberta,21,Other manufactured and miscellaneous goods,4.79," 67,265 "," 468,971 "
473,2400,Quebec,4800,Alberta,22,Other raw and finished forest products,1.50," 15,171 "," 23,447 "
474,2400,Quebec,4800,Alberta,23,Paper and paper products,1.29," 25,728 "," 42,378 "
475,2400,Quebec,4800,Alberta,32,Empty,1.86, -   , -   
476,2400,Quebec,5900,British Columbia,12,Machinery,1.18," 21,156 "," 295,464 "
477,2400,Quebec,5900,British Columbia,19,Other agriculture and food products,1.50," 27,717 "," 44,712 "
478,2400,Quebec,5900,British Columbia,21,Other manufactured and miscellaneous goods,6.99," 98,755 "," 775,979 "
479,2400,Quebec,5900,British Columbia,33,Mail,1.16," 13,579 ", -   
480,2400,Quebec,7001,Alabama,21,Other manufactured and miscellaneous goods,1.97," 30,206 "," 228,947 "
481,2400,Quebec,7001,Alabama,23,Paper and paper products,1.08," 21,567 "," 26,894 "
482,2400,Quebec,7004,Arizona,4,Base metals and articles of base metal,1.20," 19,311 "," 47,491 "
483,2400,Quebec,7004,Arizona,21,Other manufactured and miscellaneous goods,1.18," 11,676 "," 150,041 "
484,2400,Quebec,7005,Arkansas,23,Paper and paper products,1.02," 12,682 "," 24,608 "
485,2400,Quebec,7006,California,4,Base metals and articles of base metal,1.18," 16,942 "," 39,375 "
486,2400,Quebec,7006,California,5,Cement and non-metallic mineral products,2.38," 41,410 "," 22,996 "
487,2400,Quebec,7006,California,12,Machinery,2.22," 18,997 "," 375,499 "
488,2400,Quebec,7006,California,13,"Meat, fish and seafood",2.80," 44,033 "," 159,316 "
489,2400,Quebec,7006,California,19,Other agriculture and food products,4.54," 80,935 "," 173,114 "
