_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
1626,3512,Hastings,7017,Illinois,19,Other agriculture and food products,1.87," 32,607 "," 67,517 "
1627,3512,Hastings,7019,Iowa,23,Paper and paper products,3.99," 35,910 "," 109,596 "
1628,3512,Hastings,7025,Massachusetts,23,Paper and paper products,4.00," 73,141 "," 90,100 "
1629,3512,Hastings,7026,Michigan,24,Parts & accessories for motors vehicles/ ogte,4.02," 24,873 "," 153,575 "
1630,3512,Hastings,7027,Minnesota,19,Other agriculture and food products,2.32," 30,617 "," 75,005 "
1631,3512,Hastings,7034,New Jersey,23,Paper and paper products,1.20," 21,913 "," 27,325 "
1632,3512,Hastings,7036,New York,21,Other manufactured and miscellaneous goods,1.77," 8,678 "," 48,043 "
1633,3512,Hastings,7036,New York,23,Paper and paper products,6.09," 108,659 "," 121,060 "
1634,3512,Hastings,7037,North Carolina,20,Other chemical products,1.09," 14,345 "," 65,479 "
1635,3512,Hastings,7037,North Carolina,23,Paper and paper products,8.84," 82,637 "," 240,450 "
1636,3512,Hastings,7039,Ohio,19,Other agriculture and food products,2.29," 41,473 "," 77,402 "
1637,3512,Hastings,7039,Ohio,24,Parts & accessories for motors vehicles/ ogte,3.58," 21,818 "," 104,228 "
1638,3512,Hastings,7042,Pennsylvania,23,Paper and paper products,5.55," 106,278 "," 136,263 "
1639,3513,Prince Edward,2400,Quebec,5,Cement and non-metallic mineral products,3.60," 140,439 "," 17,836 "
1640,3513,Prince Edward,2400,Quebec,19,Other agriculture and food products,2.08," 10,660 "," 33,149 "
1641,3513,Prince Edward,3501,"Stormont, Dundas & Glengarry",32,Empty,3.53, -   , -   
1642,3513,Prince Edward,3507,Leeds And Grenville United Counties,19,Other agriculture and food products,1.10," 37,599 "," 10,152 "
1643,3513,Prince Edward,3509,Lanark,5,Cement and non-metallic mineral products,1.69," 66,096 "," 8,394 "
1644,3513,Prince Edward,3509,Lanark,24,Parts & accessories for motors vehicles/ ogte,2.24," 20,124 "," 76,447 "
1645,3513,Prince Edward,3512,Hastings,19,Other agriculture and food products,1.84, 402 , 547 
1646,3513,Prince Edward,3512,Hastings,22,Other raw and finished forest products,1.84," 23,419 "," 19,196 "
1647,3513,Prince Edward,3512,Hastings,32,Empty,4.98, -   , -   
1648,3513,Prince Edward,3518,Durham,19,Other agriculture and food products,1.73," 1,086 "," 3,884 "
1649,3513,Prince Edward,3519,York,5,Cement and non-metallic mineral products,1.41," 47,240 "," 24,944 "
1650,3513,Prince Edward,3519,York,19,Other agriculture and food products,1.53," 13,761 "," 4,243 "
1651,3513,Prince Edward,3520,Toronto,21,Other manufactured and miscellaneous goods,1.11," 12,579 "," 110,368 "
1652,3513,Prince Edward,3521,Peel,3,Automobiles and other vehicles/ gte,1.64," 14,944 "," 76,578 "
1653,3513,Prince Edward,3521,Peel,5,Cement and non-metallic mineral products,1.11," 28,860 "," 3,665 "
1654,3513,Prince Edward,3521,Peel,21,Other manufactured and miscellaneous goods,1.24," 4,188 "," 28,462 "
1655,3513,Prince Edward,3521,Peel,32,Empty,5.57, -   , -   
1656,3514,Northumberland,1300,New Brunswick,23,Paper and paper products,1.49," 16,961 "," 19,166 "
1657,3514,Northumberland,2400,Quebec,3,Automobiles and other vehicles/ gte,1.08," 6,810 ", -   
1658,3514,Northumberland,2400,Quebec,19,Other agriculture and food products,2.95," 39,513 "," 105,755 "
1659,3514,Northumberland,2400,Quebec,20,Other chemical products,1.28," 17,302 "," 36,109 "
1660,3514,Northumberland,2400,Quebec,21,Other manufactured and miscellaneous goods,2.16," 23,250 "," 157,988 "
1661,3514,Northumberland,2400,Quebec,22,Other raw and finished forest products,1.00," 8,969 "," 7,352 "
1662,3514,Northumberland,2400,Quebec,23,Paper and paper products,3.95," 71,302 "," 139,393 "
1663,3514,Northumberland,2400,Quebec,25,Plastics and rubber products,2.92," 47,757 "," 176,914 "
1664,3514,Northumberland,2400,Quebec,32,Empty,4.03, -   , -   
1665,3514,Northumberland,3501,"Stormont, Dundas & Glengarry",14,"Minerals, ores and concentrates",1.27," 33,561 ", 268 
1666,3514,Northumberland,3501,"Stormont, Dundas & Glengarry",21,Other manufactured and miscellaneous goods,1.40," 6,287 "," 12,283 "
1667,3514,Northumberland,3506,Ottawa-Carleton,19,Other agriculture and food products,1.46," 9,031 "," 15,274 "
1668,3514,Northumberland,3507,Leeds And Grenville United Counties,19,Other agriculture and food products,4.52," 130,604 "," 39,017 "
1669,3514,Northumberland,3507,Leeds And Grenville United Counties,25,Plastics and rubber products,1.30," 2,650 "," 13,018 "
1670,3514,Northumberland,3507,Leeds And Grenville United Counties,29,Wheat and other cereal grains,3.91," 136,356 "," 29,862 "
1671,3514,Northumberland,3509,Lanark,4,Base metals and articles of base metal,2.24, 224 , 503 
1672,3514,Northumberland,3509,Lanark,21,Other manufactured and miscellaneous goods,2.24, 224 ," 1,715 "
1673,3514,Northumberland,3512,Hastings,19,Other agriculture and food products,2.23, 813 , 451 
1674,3514,Northumberland,3512,Hastings,21,Other manufactured and miscellaneous goods,2.35, 921 ," 6,488 "
1675,3514,Northumberland,3512,Hastings,28,Waste and scrap,2.49," 29,892 "," 26,245 "
1676,3514,Northumberland,3512,Hastings,32,Empty,9.52, -   , -   
1677,3514,Northumberland,3514,Northumberland,8,"Electronic, electrical & office equipment",1.10, 374 ," 3,712 "
1678,3514,Northumberland,3514,Northumberland,19,Other agriculture and food products,1.10," 3,984 "," 1,793 "
1679,3514,Northumberland,3515,Peterborough,19,Other agriculture and food products,8.17," 31,000 "," 64,443 "
1680,3514,Northumberland,3515,Peterborough,21,Other manufactured and miscellaneous goods,4.14," 1,689 "," 64,812 "
1681,3514,Northumberland,3515,Peterborough,32,Empty,21.06, -   , -   
1682,3514,Northumberland,3516,Victoria,23,Paper and paper products,5.40," 1,226 ", 751 
1683,3514,Northumberland,3518,Durham,4,Base metals and articles of base metal,2.16," 10,757 "," 47,482 "
1684,3514,Northumberland,3518,Durham,5,Cement and non-metallic mineral products,2.58," 8,194 "," 6,076 "
1685,3514,Northumberland,3518,Durham,13,"Meat, fish and seafood",4.22," 10,550 "," 22,578 "
1686,3514,Northumberland,3518,Durham,18,"Other (fuel oil, gasoline and aviation fuel)",6.10," 43,747 "," 11,259 "
1687,3514,Northumberland,3518,Durham,19,Other agriculture and food products,4.65," 33,307 "," 23,599 "
1688,3514,Northumberland,3518,Durham,20,Other chemical products,2.31," 38,937 "," 96,520 "
1689,3514,Northumberland,3518,Durham,21,Other manufactured and miscellaneous goods,11.22," 12,095 "," 100,139 "
1690,3514,Northumberland,3518,Durham,22,Other raw and finished forest products,1.64," 16,254 "," 13,324 "
1691,3514,Northumberland,3518,Durham,23,Paper and paper products,1.06," 17,393 "," 19,654 "
1692,3514,Northumberland,3518,Durham,24,Parts & accessories for motors vehicles/ ogte,2.23," 7,264 "," 27,596 "
1693,3514,Northumberland,3518,Durham,28,Waste and scrap,11.68," 130,605 "," 35,326 "
1694,3514,Northumberland,3518,Durham,32,Empty,75.50, -   , -   
1695,3514,Northumberland,3518,Durham,33,Mail,7.71," 4,626 ", -   
1696,3514,Northumberland,3519,York,5,Cement and non-metallic mineral products,1.39, 634 , 183 
1697,3514,Northumberland,3519,York,8,"Electronic, electrical & office equipment",2.91," 16,444 "," 83,849 "
1698,3514,Northumberland,3519,York,11,Lumber,1.19," 9,520 "," 17,205 "
1699,3514,Northumberland,3519,York,19,Other agriculture and food products,3.47," 3,988 "," 9,418 "
1700,3514,Northumberland,3519,York,32,Empty,26.78, -   , -   
1701,3514,Northumberland,3520,Toronto,4,Base metals and articles of base metal,5.11," 9,860 "," 20,055 "
1702,3514,Northumberland,3520,Toronto,5,Cement and non-metallic mineral products,1.01," 16,083 "," 87,538 "
1703,3514,Northumberland,3520,Toronto,13,"Meat, fish and seafood",1.98," 3,605 "," 7,333 "
1704,3514,Northumberland,3520,Toronto,14,"Minerals, ores and concentrates",2.11," 13,428 "," 1,155 "
1705,3514,Northumberland,3520,Toronto,19,Other agriculture and food products,6.75," 158,156 "," 512,510 "
1706,3514,Northumberland,3520,Toronto,20,Other chemical products,3.47," 29,512 "," 141,144 "
1707,3514,Northumberland,3520,Toronto,21,Other manufactured and miscellaneous goods,4.94," 25,968 "," 174,578 "
1708,3514,Northumberland,3520,Toronto,22,Other raw and finished forest products,3.30," 34,855 "," 35,767 "
1709,3514,Northumberland,3520,Toronto,24,Parts & accessories for motors vehicles/ ogte,1.85," 18,234 "," 69,266 "
1710,3514,Northumberland,3520,Toronto,25,Plastics and rubber products,3.76," 64,300 "," 229,433 "
1711,3514,Northumberland,3520,Toronto,28,Waste and scrap,1.15," 5,210 "," 2,417 "
1712,3514,Northumberland,3520,Toronto,32,Empty,53.50, -   , -   
1713,3514,Northumberland,3521,Peel,8,"Electronic, electrical & office equipment",2.08," 42,439 "," 236,964 "
1714,3514,Northumberland,3521,Peel,12,Machinery,5.42," 8,693 "," 59,485 "
1715,3514,Northumberland,3521,Peel,17,"Organic chemical, fertilizer",1.21," 20,519 "," 18,643 "
1716,3514,Northumberland,3521,Peel,19,Other agriculture and food products,18.37," 229,987 "," 536,934 "
1717,3514,Northumberland,3521,Peel,20,Other chemical products,2.39," 26,651 "," 69,088 "
1718,3514,Northumberland,3521,Peel,21,Other manufactured and miscellaneous goods,9.71," 95,152 "," 647,057 "
1719,3514,Northumberland,3521,Peel,22,Other raw and finished forest products,1.74," 20,729 "," 8,262 "
1720,3514,Northumberland,3521,Peel,25,Plastics and rubber products,6.70," 49,958 "," 201,042 "
1721,3514,Northumberland,3521,Peel,28,Waste and scrap,2.46," 29,249 "," 48,040 "
1722,3514,Northumberland,3521,Peel,32,Empty,63.49, -   , -   
1723,3514,Northumberland,3521,Peel,33,Mail,1.90," 8,622 ", -   
1724,3514,Northumberland,3522,Dufferin,22,Other raw and finished forest products,1.36," 12,353 "," 6,385 "
1725,3514,Northumberland,3523,Wellington,4,Base metals and articles of base metal,1.22," 3,489 "," 8,509 "
1726,3514,Northumberland,3523,Wellington,19,Other agriculture and food products,5.04," 13,289 "," 56,072 "
1727,3514,Northumberland,3523,Wellington,24,Parts & accessories for motors vehicles/ ogte,3.82," 27,937 "," 103,454 "
1728,3514,Northumberland,3524,Halton,25,Plastics and rubber products,2.20," 2,229 "," 5,134 "
1729,3514,Northumberland,3524,Halton,32,Empty,4.89, -   , -   
1730,3514,Northumberland,3525,Hamilton,4,Base metals and articles of base metal,1.17, 350 , 321 
1731,3514,Northumberland,3525,Hamilton,20,Other chemical products,1.31, 131 , 232 
1732,3514,Northumberland,3525,Hamilton,32,Empty,4.96, -   , -   
1733,3514,Northumberland,3526,Niagara,32,Empty,2.90, -   , -   
1734,3514,Northumberland,3529,Brant,32,Empty,4.01, -   , -   
1735,3514,Northumberland,3530,Waterloo,19,Other agriculture and food products,4.00," 84,628 "," 77,635 "
1736,3514,Northumberland,3530,Waterloo,22,Other raw and finished forest products,1.66," 16,000 "," 13,115 "
1737,3514,Northumberland,3530,Waterloo,25,Plastics and rubber products,2.30," 22,155 "," 103,872 "
1738,3514,Northumberland,3530,Waterloo,28,Waste and scrap,1.54," 13,973 "," 9,098 "
1739,3514,Northumberland,3530,Waterloo,29,Wheat and other cereal grains,1.27," 47,794 "," 10,467 "
1740,3514,Northumberland,3530,Waterloo,32,Empty,3.37, -   , -   
1741,3514,Northumberland,3531,Perth,29,Wheat and other cereal grains,1.12," 49,048 "," 10,742 "
1742,3514,Northumberland,3532,Oxford,32,Empty,2.00, -   , -   
1743,3514,Northumberland,3534,Elgin,3,Automobiles and other vehicles/ gte,1.33," 9,095 ", -   
1744,3514,Northumberland,3536,Kent,24,Parts & accessories for motors vehicles/ ogte,4.08," 48,372 "," 172,901 "
1745,3514,Northumberland,3537,Essex,3,Automobiles and other vehicles/ gte,1.26," 10,284 ", -   
1746,3514,Northumberland,3537,Essex,24,Parts & accessories for motors vehicles/ ogte,7.04," 80,756 "," 303,754 "
1747,3514,Northumberland,3537,Essex,25,Plastics and rubber products,1.78," 21,844 "," 107,300 "
1748,3514,Northumberland,3537,Essex,32,Empty,5.26, -   , -   
1749,3514,Northumberland,3539,Middlesex,21,Other manufactured and miscellaneous goods,1.76," 13,425 "," 91,200 "
1750,3514,Northumberland,3539,Middlesex,28,Waste and scrap,1.40," 28,221 "," 11,457 "
1751,3514,Northumberland,3540,Huron,25,Plastics and rubber products,2.51," 34,224 "," 146,453 "
1752,3514,Northumberland,3542,Grey,22,Other raw and finished forest products,1.36," 7,413 "," 6,077 "
1753,3514,Northumberland,3543,Simcoe,25,Plastics and rubber products,1.24," 7,061 "," 34,687 "
1754,3514,Northumberland,3543,Simcoe,32,Empty,1.36, -   , -   
1755,3514,Northumberland,7024,Maryland,19,Other agriculture and food products,3.79," 74,996 "," 158,631 "
1756,3514,Northumberland,7039,Ohio,25,Plastics and rubber products,3.38," 46,104 "," 118,549 "
1757,3514,Northumberland,7039,Ohio,32,Empty,1.18, -   , -   
1758,3515,Peterborough,2400,Quebec,15,Newsprint,1.22," 26,028 "," 24,440 "
1759,3515,Peterborough,2400,Quebec,19,Other agriculture and food products,2.72," 56,531 "," 71,587 "
1760,3515,Peterborough,2400,Quebec,23,Paper and paper products,1.09," 16,165 "," 22,122 "
1761,3515,Peterborough,2400,Quebec,32,Empty,6.45, -   , -   
1762,3515,Peterborough,3502,Prescott & Russell,28,Waste and scrap,1.45," 13,437 "," 8,024 "
1763,3515,Peterborough,3506,Ottawa-Carleton,19,Other agriculture and food products,3.15," 33,184 "," 31,285 "
1764,3515,Peterborough,3506,Ottawa-Carleton,32,Empty,7.81, -   , -   
1765,3515,Peterborough,3509,Lanark,25,Plastics and rubber products,1.06," 5,722 "," 25,659 "
1766,3515,Peterborough,3509,Lanark,32,Empty,2.59, -   , -   
1767,3515,Peterborough,3510,Frontenac,11,Lumber,2.12," 5,328 "," 5,098 "
1768,3515,Peterborough,3510,Frontenac,32,Empty,2.87, -   , -   
1769,3515,Peterborough,3512,Hastings,4,Base metals and articles of base metal,5.21," 3,782 "," 13,123 "
1770,3515,Peterborough,3512,Hastings,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.92, 261 , 85 
1771,3515,Peterborough,3512,Hastings,13,"Meat, fish and seafood",2.12, 481 ," 1,062 "
1772,3515,Peterborough,3512,Hastings,19,Other agriculture and food products,13.69," 79,366 "," 151,240 "
1773,3515,Peterborough,3512,Hastings,21,Other manufactured and miscellaneous goods,4.03," 10,128 "," 131,334 "
1774,3515,Peterborough,3512,Hastings,22,Other raw and finished forest products,7.01," 163,641 "," 203,390 "
1775,3515,Peterborough,3512,Hastings,23,Paper and paper products,6.20," 35,313 "," 88,361 "
1776,3515,Peterborough,3512,Hastings,24,Parts & accessories for motors vehicles/ ogte,3.25," 11,187 "," 42,499 "
1777,3515,Peterborough,3512,Hastings,25,Plastics and rubber products,3.83," 5,399 "," 23,127 "
1778,3515,Peterborough,3512,Hastings,28,Waste and scrap,8.65," 242,102 "," 131,362 "
1779,3515,Peterborough,3512,Hastings,32,Empty,40.50, -   , -   
1780,3515,Peterborough,3512,Hastings,33,Mail,5.75," 1,962 ", -   
1781,3515,Peterborough,3514,Northumberland,4,Base metals and articles of base metal,3.00, 692 ," 1,860 "
1782,3515,Peterborough,3514,Northumberland,5,Cement and non-metallic mineral products,4.78," 45,050 "," 6,701 "
1783,3515,Peterborough,3514,Northumberland,10,Liquefied propane gases and other petroleum products including liquefied natural gas,4.23," 18,244 "," 5,949 "
1784,3515,Peterborough,3514,Northumberland,13,"Meat, fish and seafood",3.00," 16,993 "," 89,787 "
1785,3515,Peterborough,3514,Northumberland,19,Other agriculture and food products,2.12, 106 , 311 
1786,3515,Peterborough,3514,Northumberland,32,Empty,2.65, -   , -   
1787,3515,Peterborough,3515,Peterborough,5,Cement and non-metallic mineral products,8.16," 68,692 "," 50,402 "
1788,3515,Peterborough,3515,Peterborough,10,Liquefied propane gases and other petroleum products including liquefied natural gas,30.40," 917,664 "," 122,141 "
1789,3515,Peterborough,3515,Peterborough,11,Lumber,2.67, 726 ," 1,313 "
1790,3515,Peterborough,3515,Peterborough,12,Machinery,12.31," 113,553 "," 578,511 "
1791,3515,Peterborough,3515,Peterborough,14,"Minerals, ores and concentrates",80.37," 2,587,144 "," 186,210 "
1792,3515,Peterborough,3515,Peterborough,18,"Other (fuel oil, gasoline and aviation fuel)",4.98," 46,526 "," 16,940 "
1793,3515,Peterborough,3515,Peterborough,19,Other agriculture and food products,17.14," 63,705 "," 54,674 "
1794,3515,Peterborough,3515,Peterborough,20,Other chemical products,8.12," 139,913 "," 656,040 "
1795,3515,Peterborough,3515,Peterborough,21,Other manufactured and miscellaneous goods,16.04," 42,852 "," 326,393 "
1796,3515,Peterborough,3515,Peterborough,22,Other raw and finished forest products,2.12," 16,936 "," 37,111 "
1797,3515,Peterborough,3515,Peterborough,24,Parts & accessories for motors vehicles/ ogte,1.33, 968 ," 3,459 "
1798,3515,Peterborough,3515,Peterborough,28,Waste and scrap,3.21, 75 , 42 
1799,3515,Peterborough,3515,Peterborough,32,Empty,175.97, -   , -   
1800,3515,Peterborough,3515,Peterborough,33,Mail,2.12," 3,849 ", -   
1801,3515,Peterborough,3516,Victoria,32,Empty,13.29, -   , -   
1802,3515,Peterborough,3518,Durham,8,"Electronic, electrical & office equipment",1.91," 13,946 "," 892,547 "
1803,3515,Peterborough,3518,Durham,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.59," 1,814 "," 2,078 "
1804,3515,Peterborough,3518,Durham,14,"Minerals, ores and concentrates",16.42," 482,907 "," 8,864 "
1805,3515,Peterborough,3518,Durham,18,"Other (fuel oil, gasoline and aviation fuel)",4.11," 34,969 "," 12,732 "
1806,3515,Peterborough,3518,Durham,19,Other agriculture and food products,6.10," 37,343 "," 38,466 "
1807,3515,Peterborough,3518,Durham,20,Other chemical products,4.64," 10,181 "," 37,090 "
1808,3515,Peterborough,3518,Durham,21,Other manufactured and miscellaneous goods,2.98," 25,423 "," 67,327 "
1809,3515,Peterborough,3518,Durham,24,Parts & accessories for motors vehicles/ ogte,4.75," 45,556 "," 166,099 "
1810,3515,Peterborough,3518,Durham,28,Waste and scrap,3.21," 69,324 "," 107,605 "
1811,3515,Peterborough,3518,Durham,32,Empty,56.39, -   , -   
1812,3515,Peterborough,3519,York,5,Cement and non-metallic mineral products,1.10," 23,413 "," 31,795 "
1813,3515,Peterborough,3519,York,12,Machinery,2.03," 75,009 "," 618,135 "
1814,3515,Peterborough,3519,York,14,"Minerals, ores and concentrates",62.84," 2,319,499 "," 163,821 "
1815,3515,Peterborough,3519,York,19,Other agriculture and food products,1.16," 20,590 "," 36,898 "
1816,3515,Peterborough,3519,York,20,Other chemical products,2.03," 85,260 "," 353,058 "
1817,3515,Peterborough,3519,York,21,Other manufactured and miscellaneous goods,5.69," 37,625 "," 277,155 "
1818,3515,Peterborough,3519,York,22,Other raw and finished forest products,2.13," 6,756 "," 9,825 "
1819,3515,Peterborough,3519,York,24,Parts & accessories for motors vehicles/ ogte,1.99, 904 ," 3,230 "
1820,3515,Peterborough,3519,York,25,Plastics and rubber products,2.60," 20,652 "," 74,419 "
1821,3515,Peterborough,3519,York,32,Empty,34.06, -   , -   
1822,3515,Peterborough,3519,York,33,Mail,1.95," 22,158 ", -   
1823,3515,Peterborough,3520,Toronto,4,Base metals and articles of base metal,1.49," 3,394 "," 7,638 "
1824,3515,Peterborough,3520,Toronto,5,Cement and non-metallic mineral products,1.99, 542 , 298 
1825,3515,Peterborough,3520,Toronto,12,Machinery,2.26, 904 ," 6,827 "
1826,3515,Peterborough,3520,Toronto,14,"Minerals, ores and concentrates",10.44," 388,107 "," 25,596 "
1827,3515,Peterborough,3520,Toronto,19,Other agriculture and food products,21.93," 208,332 "," 318,997 "
1828,3515,Peterborough,3520,Toronto,20,Other chemical products,1.59," 2,306 "," 4,086 "
1829,3515,Peterborough,3520,Toronto,21,Other manufactured and miscellaneous goods,8.01," 25,262 "," 118,479 "
1830,3515,Peterborough,3520,Toronto,22,Other raw and finished forest products,4.93," 36,886 "," 48,273 "
1831,3515,Peterborough,3520,Toronto,23,Paper and paper products,1.96," 19,261 "," 146,871 "
1832,3515,Peterborough,3520,Toronto,24,Parts & accessories for motors vehicles/ ogte,2.31," 8,862 "," 32,937 "
1833,3515,Peterborough,3520,Toronto,28,Waste and scrap,2.00," 30,339 "," 4,493 "
1834,3515,Peterborough,3520,Toronto,30,Wood pulp,1.04," 21,269 "," 9,529 "
1835,3515,Peterborough,3520,Toronto,32,Empty,59.47, -   , -   
1836,3515,Peterborough,3520,Toronto,33,Mail,1.95," 40,773 ", -   
1837,3515,Peterborough,3521,Peel,4,Base metals and articles of base metal,1.86," 5,592 "," 21,964 "
1838,3515,Peterborough,3521,Peel,8,"Electronic, electrical & office equipment",2.77," 11,089 "," 96,630 "
1839,3515,Peterborough,3521,Peel,10,Liquefied propane gases and other petroleum products including liquefied natural gas,2.03," 27,330 "," 19,322 "
1840,3515,Peterborough,3521,Peel,12,Machinery,2.58," 21,967 "," 181,031 "
1841,3515,Peterborough,3521,Peel,14,"Minerals, ores and concentrates",21.74," 738,585 "," 35,020 "
1842,3515,Peterborough,3521,Peel,19,Other agriculture and food products,9.18," 198,288 "," 178,555 "
1843,3515,Peterborough,3521,Peel,20,Other chemical products,4.71," 66,799 "," 220,990 "
1844,3515,Peterborough,3521,Peel,21,Other manufactured and miscellaneous goods,17.63," 52,555 "," 373,675 "
1845,3515,Peterborough,3521,Peel,22,Other raw and finished forest products,1.35, 918 , 752 
1846,3515,Peterborough,3521,Peel,23,Paper and paper products,4.24," 24,390 "," 159,618 "
1847,3515,Peterborough,3521,Peel,24,Parts & accessories for motors vehicles/ ogte,10.27," 61,296 "," 233,653 "
1848,3515,Peterborough,3521,Peel,25,Plastics and rubber products,1.75," 7,477 "," 26,707 "
1849,3515,Peterborough,3521,Peel,32,Empty,70.42, -   , -   
1850,3515,Peterborough,3521,Peel,33,Mail,8.35," 25,673 ", -   
1851,3515,Peterborough,3523,Wellington,19,Other agriculture and food products,2.45," 45,060 "," 359,415 "
1852,3515,Peterborough,3523,Wellington,32,Empty,1.73, -   , -   
1853,3515,Peterborough,3524,Halton,11,Lumber,1.60," 4,358 "," 7,876 "
1854,3515,Peterborough,3524,Halton,14,"Minerals, ores and concentrates",7.75," 270,156 "," 45,015 "
1855,3515,Peterborough,3524,Halton,21,Other manufactured and miscellaneous goods,3.13, 627 ," 3,449 "
1856,3515,Peterborough,3524,Halton,32,Empty,13.27, -   , -   
1857,3515,Peterborough,3525,Hamilton,14,"Minerals, ores and concentrates",1.45," 32,783 "," 3,247 "
1858,3515,Peterborough,3525,Hamilton,28,Waste and scrap,1.04," 27,468 "," 41,143 "
1859,3515,Peterborough,3525,Hamilton,32,Empty,3.16, -   , -   
1860,3515,Peterborough,3526,Niagara,32,Empty,4.09, -   , -   
1861,3515,Peterborough,3529,Brant,23,Paper and paper products,1.12," 22,826 "," 196,014 "
1862,3515,Peterborough,3529,Brant,32,Empty,3.36, -   , -   
1863,3515,Peterborough,3530,Waterloo,14,"Minerals, ores and concentrates",1.01," 18,398 "," 6,058 "
1864,3515,Peterborough,3530,Waterloo,19,Other agriculture and food products,1.58," 38,588 "," 54,293 "
1865,3515,Peterborough,3530,Waterloo,21,Other manufactured and miscellaneous goods,1.19," 3,761 "," 25,555 "
1866,3515,Peterborough,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,8.10," 5,701 "," 21,655 "
1867,3515,Peterborough,3530,Waterloo,32,Empty,6.91, -   , -   
1868,3515,Peterborough,3534,Elgin,24,Parts & accessories for motors vehicles/ ogte,1.17," 4,240 "," 15,155 "
1869,3515,Peterborough,3537,Essex,24,Parts & accessories for motors vehicles/ ogte,7.01," 40,404 "," 146,794 "
1870,3515,Peterborough,3538,Lambton,32,Empty,7.41, -   , -   
1871,3515,Peterborough,3539,Middlesex,32,Empty,2.10, -   , -   
1872,3515,Peterborough,3543,Simcoe,4,Base metals and articles of base metal,1.98," 6,488 "," 28,121 "
1873,3515,Peterborough,3543,Simcoe,32,Empty,2.93, -   , -   
1874,3515,Peterborough,3547,Renfrew,32,Empty,1.92, -   , -   
1875,3515,Peterborough,3548,Nipissing,3,Automobiles and other vehicles/ gte,1.92," 4,355 "," 22,318 "
1876,3515,Peterborough,3548,Nipissing,32,Empty,1.95, -   , -   
1877,3515,Peterborough,3554,Timiskaming,20,Other chemical products,1.31," 46,752 "," 144,803 "
1878,3515,Peterborough,3556,Cochrane,32,Empty,1.29, -   , -   
1879,3515,Peterborough,4700,Saskatchewan,19,Other agriculture and food products,1.49," 29,737 "," 29,172 "
1880,3515,Peterborough,7017,Illinois,14,"Minerals, ores and concentrates",1.42," 31,932 "," 3,002 "
1881,3515,Peterborough,7018,Indiana,19,Other agriculture and food products,1.17," 22,549 "," 46,202 "
1882,3515,Peterborough,7026,Michigan,14,"Minerals, ores and concentrates",2.53," 99,564 "," 12,952 "
1883,3515,Peterborough,7026,Michigan,24,Parts & accessories for motors vehicles/ ogte,2.49," 7,464 "," 27,587 "
1884,3515,Peterborough,7036,New York,5,Cement and non-metallic mineral products,1.33," 38,040 "," 119,678 "
1885,3515,Peterborough,7036,New York,14,"Minerals, ores and concentrates",4.00," 115,619 "," 19,927 "
1886,3515,Peterborough,7037,North Carolina,14,"Minerals, ores and concentrates",1.19," 22,425 "," 7,484 "
1887,3515,Peterborough,7039,Ohio,14,"Minerals, ores and concentrates",3.18," 83,343 "," 9,337 "
1888,3515,Peterborough,7039,Ohio,24,Parts & accessories for motors vehicles/ ogte,3.90," 27,919 "," 102,554 "
1889,3515,Peterborough,7042,Pennsylvania,14,"Minerals, ores and concentrates",1.23," 22,642 "," 6,946 "
1890,3515,Peterborough,7042,Pennsylvania,19,Other agriculture and food products,3.49," 64,358 "," 65,064 "
1891,3515,Peterborough,7042,Pennsylvania,32,Empty,2.77, -   , -   
1892,3515,Peterborough,7048,Texas,14,"Minerals, ores and concentrates",1.17," 41,288 "," 15,855 "
1893,3516,Victoria,2400,Quebec,19,Other agriculture and food products,1.77," 36,043 "," 70,932 "
1894,3516,Victoria,3501,"Stormont, Dundas & Glengarry",21,Other manufactured and miscellaneous goods,1.19," 8,661 "," 47,697 "
1895,3516,Victoria,3501,"Stormont, Dundas & Glengarry",32,Empty,1.13, -   , -   
1896,3516,Victoria,3506,Ottawa-Carleton,32,Empty,1.60, -   , -   
1897,3516,Victoria,3510,Frontenac,3,Automobiles and other vehicles/ gte,3.00," 2,997 "," 8,912 "
1898,3516,Victoria,3511,Lennox & Addington,19,Other agriculture and food products,4.45," 17,816 "," 65,772 "
1899,3516,Victoria,3512,Hastings,12,Machinery,1.10," 6,351 "," 32,358 "
1900,3516,Victoria,3512,Hastings,19,Other agriculture and food products,2.12," 6,097 "," 12,998 "
1901,3516,Victoria,3512,Hastings,21,Other manufactured and miscellaneous goods,2.36," 12,513 "," 85,031 "
1902,3516,Victoria,3512,Hastings,32,Empty,14.40, -   , -   
1903,3516,Victoria,3515,Peterborough,22,Other raw and finished forest products,5.40, 243 , 131 
1904,3516,Victoria,3518,Durham,14,"Minerals, ores and concentrates",29.32," 549,409 "," 62,990 "
1905,3516,Victoria,3518,Durham,21,Other manufactured and miscellaneous goods,1.97," 2,789 "," 18,946 "
1906,3516,Victoria,3518,Durham,22,Other raw and finished forest products,5.86," 2,932 "," 2,844 "
1907,3516,Victoria,3518,Durham,28,Waste and scrap,2.40," 40,695 "," 26,359 "
1908,3516,Victoria,3518,Durham,32,Empty,31.07, -   , -   
